0,25.0,23.7,0.0,25.5,0.0,0,100
0,25.0,23.7,0.0,25.5,0.0,0,100
1,25.0,23.7,0.0,25.5,0.0,6,100
2,25.0,23.7,0.0,25.8,0.0,9,100
3,25.0,23.7,0.0,25.9,0.0,14,100
5,25.0,23.7,0.0,26.8,0.0,14,100
5,25.0,23.7,0.0,26.8,0.0,19,100
6,25.0,23.7,0.0,27.8,0.0,18,100
7,25.0,23.7,0.0,28.9,0.0,15,100
8,25.0,23.7,0.0,30.2,0.0,10,100
9,25.0,23.7,0.0,30.6,0.0,13,100
10,25.0,23.7,0.0,30.7,0.0,19,100
11,25.0,23.7,0.0,31.0,0.0,22,100
12,25.0,23.7,0.0,32.0,0.0,21,100
13,25.0,23.7,0.0,33.4,0.0,16,100
14,25.0,23.7,0.0,33.1,0.0,24,100
15,25.0,23.7,0.0,33.9,0.0,24,100
16,25.0,23.7,0.0,35.6,0.0,16,100
17,25.0,23.7,0.0,37.0,0.0,11,100
18,25.0,23.7,0.0,36.7,0.0,20,100
19,25.0,23.7,0.0,37.0,0.0,23,100
20,25.0,23.7,0.0,36.8,0.0,31,100
21,25.0,23.7,0.0,37.0,0.0,36,100
22,25.0,23.7,0.0,37.8,0.0,36,100
23,25.0,23.7,0.0,39.0,0.0,32,100
24,25.0,23.7,0.0,40.5,0.0,26,100
25,25.0,23.7,0.0,40.9,0.0,29,100
26,25.0,23.7,0.0,41.7,0.0,28,100
27,25.0,23.7,0.0,41.8,0.0,34,100
28,25.0,23.7,0.0,41.9,0.0,40,100
29,25.0,23.7,0.0,42.6,0.0,40,100
30,25.0,23.7,0.0,43.7,0.0,37,100
31,25.0,23.7,0.0,47.3,0.0,14,100
32,25.0,23.7,0.0,47.2,0.0,21,100
33,25.0,23.7,0.0,47.1,0.0,28,100
34,25.0,23.7,0.0,47.1,0.0,34,100
35,25.0,23.7,0.0,47.7,0.0,36,100
36,25.0,23.7,0.0,47.8,0.0,41,100
37,25.0,23.7,0.0,49.7,0.0,32,100
38,25.0,23.7,0.0,49.5,0.0,40,100
39,25.0,23.7,0.0,51.3,0.0,31,100
40,25.0,23.7,0.0,52.6,0.0,27,100
41,25.0,23.7,0.0,52.8,0.0,31,100
42,25.0,23.7,0.0,52.7,0.0,39,100
43,25.0,23.7,0.0,54.3,0.0,32,100
44,25.0,23.7,0.0,57.3,0.0,14,100
45,25.0,23.7,0.0,58.9,0.0,7,100
46,25.0,23.7,0.0,57.4,0.0,25,100
47,25.0,23.7,0.0,56.8,0.0,36,100
48,25.0,23.7,0.0,56.4,0.0,46,100
49,25.0,23.7,0.0,56.0,0.0,55,100
50,25.0,23.7,0.0,56.7,0.0,56,100
